category,property,raw_value,normalised_value,file,line,occurrences,source_type,effective
size,height,15px,15px,renderer/students.css,135,17,stylesheet,unknown
other,cursor,pointer,pointer,renderer/students.css,135,291,stylesheet,unknown
layout,display,inline-block,inline-block,renderer/students.css,137,26,stylesheet,unknown
spacing,padding,4px 9px,4px 9px,renderer/students.css,137,6,stylesheet,unknown
radius,border-radius,8px,8px,renderer/students.css,137,105,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/students.css,137,140,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/students.css,138,237,stylesheet,unknown
typography,font-size,11px,11px,renderer/students.css,138,244,stylesheet,unknown
typography,font-weight,700,700,renderer/students.css,138,454,stylesheet,unknown
colour,color,var(--text2),var(--text2),renderer/students.css,138,249,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/students.css,139,152,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/students.css,140,136,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/students.css,141,170,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/students.css,141,283,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,143,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,143,745,stylesheet,unknown
spacing,gap,10px,10px,renderer/students.css,143,134,stylesheet,unknown
size,min-width,0,0,renderer/students.css,143,245,stylesheet,unknown
size,width,36px,36px,renderer/students.css,144,16,stylesheet,unknown
size,height,36px,36px,renderer/students.css,144,15,stylesheet,unknown
radius,border-radius,50%,50%,renderer/students.css,144,67,stylesheet,unknown
layout,flex-shrink,0,0,renderer/students.css,144,319,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,144,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,144,745,stylesheet,unknown
layout,justify-content,center,center,renderer/students.css,144,241,stylesheet,unknown
typography,font-size,13px,13px,renderer/students.css,145,160,stylesheet,unknown
typography,font-weight,800,800,renderer/students.css,145,214,stylesheet,unknown
colour,background,var(--dh-bg),var(--dh-bg),renderer/students.css,145,76,stylesheet,unknown
colour,color,var(--dh),var(--dh),renderer/students.css,145,85,stylesheet,unknown
layout,overflow,hidden,hidden,renderer/students.css,145,194,stylesheet,unknown
size,width,100%,100%,renderer/students.css,146,126,stylesheet,unknown
size,height,100%,100%,renderer/students.css,146,51,stylesheet,unknown
other,object-fit,cover,cover,renderer/students.css,146,19,stylesheet,unknown
typography,font-size,14.5px,14.5px,renderer/students.css,147,7,stylesheet,no
typography,font-weight,700,700,renderer/students.css,147,454,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,147,425,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/students.css,147,283,stylesheet,unknown
typography,font-size,12px,12px,renderer/students.css,148,209,stylesheet,no
colour,color,var(--text3),var(--text3),renderer/students.css,148,704,stylesheet,unknown
spacing,margin-top,3px,3px,renderer/students.css,148,64,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/students.css,148,283,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,160,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,160,745,stylesheet,unknown
spacing,gap,6px,6px,renderer/students.css,160,88,stylesheet,unknown
typography,font-size,13px,13px,renderer/students.css,160,160,stylesheet,no
colour,color,var(--text),var(--text),renderer/students.css,160,425,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/students.css,160,152,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/students.css,160,136,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/students.css,160,170,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/students.css,160,283,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,161,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,161,745,stylesheet,unknown
spacing,gap,6px,6px,renderer/students.css,161,88,stylesheet,unknown
spacing,margin-top,4px,4px,renderer/students.css,161,36,stylesheet,unknown
typography,font-size,12.5px,12.5px,renderer/students.css,161,179,stylesheet,no
colour,color,var(--text3),var(--text3),renderer/students.css,161,704,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/students.css,161,283,stylesheet,unknown
size,width,14px,14px,renderer/students.css,162,25,stylesheet,unknown
size,height,14px,14px,renderer/students.css,162,25,stylesheet,unknown
radius,border-radius,4px,4px,renderer/students.css,162,12,stylesheet,unknown
colour,background,var(--bg3),var(--bg3),renderer/students.css,162,139,stylesheet,unknown
layout,flex-shrink,0,0,renderer/students.css,162,319,stylesheet,unknown
layout,display,inline-flex,inline-flex,renderer/students.css,163,143,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,163,745,stylesheet,unknown
layout,justify-content,center,center,renderer/students.css,163,241,stylesheet,unknown
size,width,9px,9px,renderer/students.css,164,10,stylesheet,unknown
size,height,9px,9px,renderer/students.css,164,10,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,164,704,stylesheet,unknown
typography,font-size,12.5px,12.5px,renderer/students.css,174,179,stylesheet,unknown
typography,font-weight,700,700,renderer/students.css,174,454,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,174,425,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/students.css,174,152,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/students.css,174,136,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/students.css,174,170,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/students.css,174,283,stylesheet,unknown
layout,display,block,block,renderer/students.css,175,154,stylesheet,unknown
typography,font-size,10px,10px,renderer/students.css,175,136,stylesheet,unknown
typography,font-weight,600,600,renderer/students.css,175,236,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,175,704,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,176,704,stylesheet,unknown
layout,display,inline-flex,inline-flex,renderer/students.css,178,143,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,178,745,stylesheet,unknown
spacing,gap,6px,6px,renderer/students.css,178,88,stylesheet,unknown
spacing,padding,4px 11px,4px 11px,renderer/students.css,178,4,stylesheet,unknown
radius,border-radius,999px,999px,renderer/students.css,178,54,stylesheet,unknown
typography,font-size,11px,11px,renderer/students.css,179,244,stylesheet,no
typography,font-weight,700,700,renderer/students.css,179,454,stylesheet,no
colour,background,var(--dh-bg),var(--dh-bg),renderer/students.css,179,76,stylesheet,unknown
colour,color,var(--dh),var(--dh),renderer/students.css,179,85,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/students.css,179,283,stylesheet,unknown
size,width,6px,6px,renderer/students.css,180,7,stylesheet,unknown
size,height,6px,6px,renderer/students.css,180,17,stylesheet,unknown
radius,border-radius,50%,50%,renderer/students.css,180,67,stylesheet,unknown
colour,background,currentColor,currentcolor,renderer/students.css,180,4,stylesheet,unknown
layout,flex-shrink,0,0,renderer/students.css,180,319,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,182,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,182,745,stylesheet,unknown
spacing,gap,5px,5px,renderer/students.css,182,61,stylesheet,no
size,width,30px,30px,renderer/students.css,184,25,stylesheet,no
size,height,30px,30px,renderer/students.css,184,33,stylesheet,no
radius,border-radius,9px,9px,renderer/students.css,184,91,stylesheet,no
layout,flex-shrink,0,0,renderer/students.css,184,319,stylesheet,unknown
other,cursor,pointer,pointer,renderer/students.css,184,291,stylesheet,unknown
layout,display,inline-flex,inline-flex,renderer/students.css,185,143,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,185,745,stylesheet,unknown
layout,justify-content,center,center,renderer/students.css,185,241,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/students.css,186,211,stylesheet,unknown
colour,color,var(--dh),var(--dh),renderer/students.css,186,85,stylesheet,unknown
border,border,1px solid var(--border2),1px solid var(--border2),renderer/students.css,186,125,stylesheet,unknown
motion,transition,var(--transition),var(--transition),renderer/students.css,186,124,stylesheet,unknown
colour,background,var(--dh-bg),var(--dh-bg),renderer/students.css,188,76,stylesheet,unknown
border,border-color,var(--dh),var(--dh),renderer/students.css,188,15,stylesheet,unknown
size,width,1%,1%,renderer/students.css,202,13,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/students.css,202,283,stylesheet,unknown
spacing,padding,44px 20px,44px 20px,renderer/students.css,204,6,stylesheet,unknown
typography,text-align,center,center,renderer/students.css,204,153,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,204,704,stylesheet,unknown
typography,font-size,13px,13px,renderer/students.css,204,160,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,207,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,207,745,stylesheet,unknown
spacing,gap,14px,14px,renderer/students.css,207,53,stylesheet,unknown
layout,flex-wrap,wrap,wrap,renderer/students.css,207,112,stylesheet,unknown
spacing,padding,13px 2px 2px,13px 2px 2px,renderer/students.css,207,3,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,208,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,208,745,stylesheet,unknown
spacing,gap,8px,8px,renderer/students.css,208,138,stylesheet,unknown
typography,font-size,12.5px,12.5px,renderer/students.css,208,179,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,208,704,stylesheet,unknown
size,height,32px,32px,renderer/students.css,210,40,stylesheet,unknown
spacing,padding,0 26px 0 10px,0 26px 0 10px,renderer/students.css,210,3,stylesheet,unknown
radius,border-radius,9px,9px,renderer/students.css,210,91,stylesheet,unknown
other,cursor,pointer,pointer,renderer/students.css,210,291,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/students.css,211,211,stylesheet,unknown
border,border,1px solid var(--border2),1px solid var(--border2),renderer/students.css,211,125,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,211,425,stylesheet,unknown
typography,font-family,var(--font),var(--font),renderer/students.css,212,106,stylesheet,unknown
typography,font-size,12.5px,12.5px,renderer/students.css,212,179,stylesheet,unknown
typography,font-weight,600,600,renderer/students.css,212,236,stylesheet,unknown
other,appearance,none,none,renderer/students.css,213,16,stylesheet,unknown
other,-webkit-appearance,none,none,renderer/students.css,213,17,stylesheet,unknown
colour,background-image,"url(""data:image/svg+xml;charset=utf-8,%3Csvg xmlns='http://www.w3.org/2000/svg' width='11' height='11' viewBox='0 0 24 24' fill='none' stroke='%23909090' stroke-width='2.4' stroke-linecap='round' stroke-linejoin='round'%3E%3Cpath d='m6 9 6 6 6-6'/%3E%3C/svg%3E"")","url(""data:image/svg+xml;charset=utf-8,%3csvg xmlns='http://www.w3.org/2000/svg' width='11' height='11' viewbox='0 0 24 24' fill='none' stroke='%23909090' stroke-width='2.4' stroke-linecap='round' stroke-linejoin='round'%3e%3cpath d='m6 9 6 6 6-6'/%3e%3c/svg%3e"")",renderer/students.css,214,3,stylesheet,unknown
colour,background-repeat,no-repeat,no-repeat,renderer/students.css,215,15,stylesheet,unknown
colour,background-position,right 9px center,right 9px center,renderer/students.css,215,4,stylesheet,unknown
layout,flex,1,1,renderer/students.css,217,120,stylesheet,unknown
typography,text-align,center,center,renderer/students.css,217,153,stylesheet,unknown
typography,font-size,12.5px,12.5px,renderer/students.css,217,179,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,217,704,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,218,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,218,745,stylesheet,unknown
spacing,gap,5px,5px,renderer/students.css,218,61,stylesheet,unknown
size,min-width,34px,34px,renderer/students.css,220,5,stylesheet,unknown
size,height,34px,34px,renderer/students.css,220,37,stylesheet,unknown
spacing,padding,0 9px,0 9px,renderer/students.css,220,8,stylesheet,unknown
radius,border-radius,9px,9px,renderer/students.css,220,91,stylesheet,unknown
other,cursor,pointer,pointer,renderer/students.css,220,291,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/students.css,221,211,stylesheet,unknown
border,border,1px solid var(--border2),1px solid var(--border2),renderer/students.css,221,125,stylesheet,unknown
colour,color,var(--text2),var(--text2),renderer/students.css,221,249,stylesheet,unknown
typography,font-family,var(--font),var(--font),renderer/students.css,222,106,stylesheet,unknown
typography,font-size,12.5px,12.5px,renderer/students.css,222,179,stylesheet,unknown
typography,font-weight,600,600,renderer/students.css,222,236,stylesheet,unknown
motion,transition,var(--transition),var(--transition),renderer/students.css,222,124,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/students.css,224,140,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,224,425,stylesheet,unknown
colour,opacity,.4,.4,renderer/students.css,225,8,stylesheet,unknown
other,cursor,not-allowed,not-allowed,renderer/students.css,225,18,stylesheet,unknown
colour,background,var(--accent),var(--accent),renderer/students.css,226,64,stylesheet,unknown
border,border-color,var(--accent),var(--accent),renderer/students.css,226,114,stylesheet,unknown
colour,color,var(--text-on-accent),var(--text-on-accent),renderer/students.css,226,55,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,227,704,stylesheet,unknown
spacing,padding,0 3px,0 3px,renderer/students.css,227,3,stylesheet,unknown
layout,order,3,3,renderer/students.css,229,3,stylesheet,unknown
layout,flex-basis,100%,100%,renderer/students.css,229,5,stylesheet,unknown
typography,text-align,left,left,renderer/students.css,229,60,stylesheet,unknown
size,max-width,1180px,1180px,renderer/students.css,234,2,stylesheet,unknown
spacing,margin,0 auto,0 auto,renderer/students.css,234,10,stylesheet,unknown
spacing,padding-bottom,8px,8px,renderer/students.css,234,5,stylesheet,unknown
size,max-width,none,none,renderer/students.css,237,7,stylesheet,unknown
spacing,padding-bottom,0,0,renderer/students.css,237,3,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,240,896,stylesheet,unknown
layout,align-items,flex-start,flex-start,renderer/students.css,240,65,stylesheet,unknown
spacing,gap,18px,18px,renderer/students.css,240,7,stylesheet,unknown
layout,flex-wrap,wrap,wrap,renderer/students.css,240,112,stylesheet,unknown
spacing,margin-bottom,14px,14px,renderer/students.css,240,62,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,241,896,stylesheet,unknown
layout,align-items,flex-start,flex-start,renderer/students.css,241,65,stylesheet,unknown
spacing,gap,14px,14px,renderer/students.css,241,53,stylesheet,unknown
size,width,112px,112px,renderer/students.css,243,2,stylesheet,unknown
size,height,128px,128px,renderer/students.css,243,1,stylesheet,unknown
radius,border-radius,14px,14px,renderer/students.css,243,38,stylesheet,unknown
layout,flex-shrink,0,0,renderer/students.css,243,319,stylesheet,unknown
layout,overflow,hidden,hidden,renderer/students.css,243,194,stylesheet,unknown
other,cursor,pointer,pointer,renderer/students.css,243,291,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/students.css,244,140,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/students.css,244,237,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,245,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,245,745,stylesheet,unknown
layout,justify-content,center,center,renderer/students.css,245,241,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,245,704,stylesheet,unknown
size,width,100%,100%,renderer/students.css,247,126,stylesheet,unknown
size,height,100%,100%,renderer/students.css,247,51,stylesheet,unknown
other,object-fit,cover,cover,renderer/students.css,247,19,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,248,896,stylesheet,unknown
layout,flex-direction,column,column,renderer/students.css,248,125,stylesheet,unknown
spacing,gap,9px,9px,renderer/students.css,248,66,stylesheet,unknown
size,width,190px,190px,renderer/students.css,250,2,stylesheet,unknown
spacing,padding,15px 12px,15px 12px,renderer/students.css,250,2,stylesheet,unknown
radius,border-radius,12px,12px,renderer/students.css,250,85,stylesheet,unknown
other,cursor,pointer,pointer,renderer/students.css,250,291,stylesheet,unknown
typography,text-align,center,center,renderer/students.css,250,153,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/students.css,251,140,stylesheet,unknown
border,border,1.5px dashed var(--border2),1.5px dashed var(--border2),renderer/students.css,251,4,stylesheet,unknown
colour,color,var(--text2),var(--text2),renderer/students.css,251,249,stylesheet,unknown
motion,transition,var(--transition),var(--transition),renderer/students.css,252,124,stylesheet,unknown
border,border-color,var(--accent),var(--accent),renderer/students.css,254,114,stylesheet,unknown
colour,color,var(--accent-strong),var(--accent-strong),renderer/students.css,254,167,stylesheet,unknown
colour,background,var(--accent-dim),var(--accent-dim),renderer/students.css,254,55,stylesheet,unknown
layout,display,block,block,renderer/students.css,255,154,stylesheet,unknown
typography,font-size,12.5px,12.5px,renderer/students.css,255,179,stylesheet,unknown
typography,font-weight,700,700,renderer/students.css,255,454,stylesheet,unknown
layout,display,block,block,renderer/students.css,256,154,stylesheet,unknown
typography,font-size,11px,11px,renderer/students.css,256,244,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,256,704,stylesheet,unknown
spacing,margin-top,2px,2px,renderer/students.css,256,78,stylesheet,unknown
spacing,margin-bottom,5px,5px,renderer/students.css,257,11,stylesheet,unknown
spacing,margin-left,auto,auto,renderer/students.css,259,78,stylesheet,unknown
typography,text-align,right,right,renderer/students.css,259,79,stylesheet,unknown
layout,display,inline-flex,inline-flex,renderer/students.css,261,143,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,261,745,stylesheet,unknown
spacing,gap,6px,6px,renderer/students.css,261,88,stylesheet,unknown
spacing,padding,5px 11px,5px 11px,renderer/students.css,261,4,stylesheet,unknown
radius,border-radius,999px,999px,renderer/students.css,261,54,stylesheet,unknown
colour,background,var(--accent-dim),var(--accent-dim),renderer/students.css,262,55,stylesheet,unknown
colour,color,var(--accent-strong),var(--accent-strong),renderer/students.css,262,167,stylesheet,unknown
typography,font-size,11px,11px,renderer/students.css,262,244,stylesheet,unknown
typography,font-weight,600,600,renderer/students.css,262,236,stylesheet,unknown
typography,font-size,11px,11px,renderer/students.css,264,244,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,264,704,stylesheet,unknown
spacing,margin-top,11px,11px,renderer/students.css,264,6,stylesheet,unknown
typography,font-size,24px,24px,renderer/students.css,265,11,stylesheet,unknown
typography,font-weight,800,800,renderer/students.css,265,214,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/students.css,265,136,stylesheet,unknown
colour,color,var(--accent-strong),var(--accent-strong),renderer/students.css,265,167,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/students.css,266,152,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/students.css,267,170,stylesheet,unknown
spacing,margin-top,2px,2px,renderer/students.css,267,78,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/students.css,270,211,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/students.css,270,237,stylesheet,unknown
radius,border-radius,14px,14px,renderer/students.css,270,38,stylesheet,unknown
spacing,padding,16px 18px,16px 18px,renderer/students.css,270,7,stylesheet,unknown
spacing,margin-bottom,12px,12px,renderer/students.css,270,35,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,272,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,272,745,stylesheet,unknown
spacing,gap,8px,8px,renderer/students.css,272,138,stylesheet,unknown
spacing,margin-bottom,15px,15px,renderer/students.css,272,3,stylesheet,no
typography,font-size,11px,11px,renderer/students.css,273,244,stylesheet,no
typography,font-weight,700,700,renderer/students.css,273,454,stylesheet,unknown
typography,text-transform,uppercase,uppercase,renderer/students.css,273,156,stylesheet,no
typography,letter-spacing,1.1px,1.1px,renderer/students.css,273,4,stylesheet,no
colour,color,var(--accent-strong),var(--accent-strong),renderer/students.css,274,167,stylesheet,no
layout,flex-shrink,0,0,renderer/students.css,276,319,stylesheet,unknown
layout,display,grid,grid,renderer/students.css,278,129,stylesheet,unknown
layout,grid-template-columns,"repeat(auto-fit,minmax(190px,1fr))","repeat(auto-fit,minmax(190px,1fr))",renderer/students.css,278,1,stylesheet,unknown
spacing,gap,14px 16px,14px 16px,renderer/students.css,278,2,stylesheet,unknown
layout,grid-template-columns,"repeat(auto-fit,minmax(168px,1fr))","repeat(auto-fit,minmax(168px,1fr))",renderer/students.css,279,2,stylesheet,unknown
size,min-width,0,0,renderer/students.css,280,245,stylesheet,unknown
layout,grid-column,1 / -1,1 / -1,renderer/students.css,281,8,stylesheet,unknown
layout,display,block,block,renderer/students.css,283,154,stylesheet,unknown
typography,font-size,11.5px,11.5px,renderer/students.css,283,163,stylesheet,unknown
typography,font-weight,600,600,renderer/students.css,283,236,stylesheet,unknown
colour,color,var(--text2),var(--text2),renderer/students.css,283,249,stylesheet,unknown
spacing,margin-bottom,6px,6px,renderer/students.css,283,30,stylesheet,unknown
colour,color,var(--red),var(--red),renderer/students.css,285,100,stylesheet,unknown
spacing,margin-left,2px,2px,renderer/students.css,285,5,stylesheet,unknown
size,width,100%,100%,renderer/students.css,288,126,stylesheet,unknown
size,min-width,0,0,renderer/students.css,288,245,stylesheet,unknown
size,height,42px,42px,renderer/students.css,288,15,stylesheet,unknown
spacing,padding,0 12px,0 12px,renderer/students.css,288,24,stylesheet,unknown
radius,border-radius,10px,10px,renderer/students.css,288,113,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/students.css,289,211,stylesheet,unknown
border,border,1px solid var(--border2),1px solid var(--border2),renderer/students.css,289,125,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,289,425,stylesheet,unknown
typography,font-family,var(--font),var(--font),renderer/students.css,290,106,stylesheet,unknown
typography,font-size,13px,13px,renderer/students.css,290,160,stylesheet,unknown
border,outline,none,none,renderer/students.css,290,44,stylesheet,unknown
motion,transition,"border-color .15s ease, box-shadow .15s ease","border-color .15s ease, box-shadow .15s ease",renderer/students.css,291,13,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,293,704,stylesheet,unknown
border,border-color,var(--accent),var(--accent),renderer/students.css,294,114,stylesheet,unknown
elevation,box-shadow,0 0 0 3px var(--accent-dim),0 0 0 3px var(--accent-dim),renderer/students.css,294,23,stylesheet,unknown
size,height,auto,auto,renderer/students.css,295,7,stylesheet,unknown
size,min-height,78px,78px,renderer/students.css,295,2,stylesheet,unknown
spacing,padding,10px 12px,10px 12px,renderer/students.css,295,40,stylesheet,unknown
other,resize,vertical,vertical,renderer/students.css,295,5,stylesheet,unknown
typography,line-height,1.55,1.55,renderer/students.css,295,19,stylesheet,unknown
other,cursor,pointer,pointer,renderer/students.css,297,291,stylesheet,unknown
spacing,padding-right,32px,32px,renderer/students.css,297,3,stylesheet,unknown
other,appearance,none,none,renderer/students.css,297,16,stylesheet,unknown
other,-webkit-appearance,none,none,renderer/students.css,297,17,stylesheet,unknown
colour,background-image,"url(""data:image/svg+xml;charset=utf-8,%3Csvg xmlns='http://www.w3.org/2000/svg' width='12' height='12' viewBox='0 0 24 24' fill='none' stroke='%23909090' stroke-width='2.4' stroke-linecap='round' stroke-linejoin='round'%3E%3Cpath d='m6 9 6 6 6-6'/%3E%3C/svg%3E"")","url(""data:image/svg+xml;charset=utf-8,%3csvg xmlns='http://www.w3.org/2000/svg' width='12' height='12' viewbox='0 0 24 24' fill='none' stroke='%23909090' stroke-width='2.4' stroke-linecap='round' stroke-linejoin='round'%3e%3cpath d='m6 9 6 6 6-6'/%3e%3c/svg%3e"")",renderer/students.css,298,11,stylesheet,unknown
colour,background-repeat,no-repeat,no-repeat,renderer/students.css,299,15,stylesheet,unknown
colour,background-position,right 12px center,right 12px center,renderer/students.css,299,9,stylesheet,unknown
layout,position,relative,relative,renderer/students.css,303,83,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,303,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,303,745,stylesheet,unknown
layout,position,absolute,absolute,renderer/students.css,304,86,stylesheet,unknown
layout,left,12px,12px,renderer/students.css,304,5,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,304,704,stylesheet,unknown
other,pointer-events,none,none,renderer/students.css,304,35,stylesheet,unknown
spacing,padding-left,36px,36px,renderer/students.css,305,3,stylesheet,unknown
size,height,42px,42px,renderer/students.css,307,15,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,307,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,307,745,stylesheet,unknown
spacing,padding,0 11px,0 11px,renderer/students.css,307,6,stylesheet,unknown
layout,flex-shrink,0,0,renderer/students.css,307,319,stylesheet,unknown
border,border,1px solid var(--border2),1px solid var(--border2),renderer/students.css,308,125,stylesheet,unknown
border,border-right,none,none,renderer/students.css,308,13,stylesheet,unknown
radius,border-radius,10px 0 0 10px,10px 0 0 10px,renderer/students.css,308,1,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/students.css,309,140,stylesheet,unknown
colour,color,var(--text2),var(--text2),renderer/students.css,309,249,stylesheet,unknown
typography,font-size,12.5px,12.5px,renderer/students.css,309,179,stylesheet,unknown
typography,font-weight,700,700,renderer/students.css,309,454,stylesheet,unknown
radius,border-radius,0 10px 10px 0,0 10px 10px 0,renderer/students.css,311,1,stylesheet,unknown
layout,position,absolute,absolute,renderer/students.css,312,86,stylesheet,unknown
layout,right,12px,12px,renderer/students.css,312,7,stylesheet,unknown
colour,color,var(--green),var(--green),renderer/students.css,312,69,stylesheet,unknown
layout,display,none,none,renderer/students.css,312,203,stylesheet,unknown
layout,display,block,block,renderer/students.css,313,154,stylesheet,unknown
size,height,42px,42px,renderer/students.css,317,15,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,317,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,317,745,stylesheet,unknown
layout,justify-content,center,center,renderer/students.css,317,241,stylesheet,unknown
radius,border-radius,10px,10px,renderer/students.css,317,113,stylesheet,unknown
colour,background,var(--green-dim),var(--green-dim),renderer/students.css,318,10,stylesheet,unknown
border,border,1px solid var(--green),1px solid var(--green),renderer/students.css,318,2,stylesheet,unknown
colour,color,var(--green),var(--green),renderer/students.css,319,69,stylesheet,unknown
typography,font-size,14px,14px,renderer/students.css,319,47,stylesheet,unknown
typography,font-weight,800,800,renderer/students.css,319,214,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/students.css,319,152,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/students.css,319,136,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/students.css,319,170,stylesheet,unknown
typography,font-size,10.5px,10.5px,renderer/students.css,322,83,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,322,704,stylesheet,unknown
typography,text-align,right,right,renderer/students.css,322,79,stylesheet,unknown
spacing,margin-top,4px,4px,renderer/students.css,322,36,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,325,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,325,745,stylesheet,unknown
layout,justify-content,flex-end,flex-end,renderer/students.css,325,21,stylesheet,unknown
spacing,gap,10px,10px,renderer/students.css,325,134,stylesheet,unknown
layout,flex-wrap,wrap,wrap,renderer/students.css,325,112,stylesheet,unknown
spacing,padding,4px 0 0,4px 0 0,renderer/students.css,325,1,stylesheet,unknown
size,height,42px,42px,renderer/students.css,327,15,stylesheet,unknown
spacing,padding,0 18px,0 18px,renderer/students.css,327,2,stylesheet,unknown
radius,border-radius,11px,11px,renderer/students.css,327,71,stylesheet,unknown
other,cursor,pointer,pointer,renderer/students.css,327,291,stylesheet,unknown
