category,property,raw_value,normalised_value,file,line,occurrences,source_type,effective
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,3890,425,inline-attr,unknown
typography,white-space,nowrap,nowrap,renderer/src/modules/dashboard.js,3890,283,inline-attr,yes
layout,overflow,hidden,hidden,renderer/src/modules/dashboard.js,3890,194,inline-attr,yes
typography,text-overflow,ellipsis,ellipsis,renderer/src/modules/dashboard.js,3890,82,inline-attr,yes
typography,font-size,11px,11px,renderer/src/modules/dashboard.js,3891,244,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3891,704,inline-attr,unknown
typography,white-space,nowrap,nowrap,renderer/src/modules/dashboard.js,3891,283,inline-attr,yes
layout,overflow,hidden,hidden,renderer/src/modules/dashboard.js,3891,194,inline-attr,yes
typography,text-overflow,ellipsis,ellipsis,renderer/src/modules/dashboard.js,3891,82,inline-attr,yes
spacing,margin-top,1px,1px,renderer/src/modules/dashboard.js,3891,62,inline-attr,unknown
layout,flex-shrink,0,0,renderer/src/modules/dashboard.js,3892,319,inline-attr,yes
layout,display,none,none,renderer/src/modules/expenses.js,626,203,inline-attr,unknown
typography,font-size,12px,12px,renderer/src/modules/expenses.js,628,209,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/expenses.js,628,704,inline-attr,unknown
typography,line-height,1.6,1.6,renderer/src/modules/expenses.js,628,17,inline-attr,yes
spacing,margin,10px 0 0,10px 0 0,renderer/src/modules/expenses.js,628,2,inline-attr,unknown
size,min-width,0,0,renderer/src/modules/former.js,147,245,inline-attr,yes
size,min-width,0,0,renderer/src/modules/issues.js,382,245,inline-attr,yes
size,min-width,0,0,renderer/src/modules/issues.js,397,245,inline-attr,yes
layout,display,none,none,renderer/src/modules/issues.js,770,203,inline-attr,unknown
layout,display,none,none,renderer/src/modules/issues.js,774,203,inline-attr,unknown
size,min-width,0,0,renderer/src/modules/issues.js,849,245,inline-attr,yes
layout,display,inline-flex,inline-flex,renderer/src/modules/modals.js,752,143,inline-attr,unknown
layout,flex-shrink,0,0,renderer/src/modules/modals.js,752,319,inline-attr,yes
spacing,margin-top,1px,1px,renderer/src/modules/modals.js,752,62,inline-attr,unknown
layout,flex,1,1,renderer/src/modules/modals.js,753,120,inline-attr,yes
colour,color,var(--danger-fg),var(--danger-fg),renderer/src/modules/modals.js,753,13,inline-attr,unknown
layout,display,block,block,renderer/src/modules/modals.js,753,154,inline-attr,unknown
spacing,margin-bottom,3px,3px,renderer/src/modules/modals.js,753,11,inline-attr,yes
colour,color,var(--text),var(--text),renderer/src/modules/modals.js,754,425,inline-attr,unknown
colour,color,var(--text),var(--text),renderer/src/modules/modals.js,754,425,inline-attr,unknown
colour,color,var(--text),var(--text),renderer/src/modules/modals.js,754,425,inline-attr,unknown
colour,background,none,none,renderer/src/modules/modals.js,756,79,inline-attr,unknown
border,border,none,none,renderer/src/modules/modals.js,756,90,inline-attr,unknown
colour,color,var(--danger-fg),var(--danger-fg),renderer/src/modules/modals.js,756,13,inline-attr,unknown
typography,font-size,16px,16px,renderer/src/modules/modals.js,756,23,inline-attr,unknown
other,cursor,pointer,pointer,renderer/src/modules/modals.js,756,291,inline-attr,yes
spacing,padding,0 0 0 6px,0 0 0 6px,renderer/src/modules/modals.js,756,1,inline-attr,unknown
typography,line-height,1,1,renderer/src/modules/modals.js,756,24,inline-attr,yes
layout,flex-shrink,0,0,renderer/src/modules/modals.js,756,319,inline-attr,yes
spacing,margin-top,1px,1px,renderer/src/modules/modals.js,756,62,inline-attr,unknown
custom-property,--duration,VARms,varms,renderer/src/modules/modals.js,843,1,inline-attr,yes
spacing,padding,48px 24px,48px 24px,renderer/src/modules/nav.js,484,2,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/nav.js,484,153,inline-attr,yes
colour,color,var(--text3),var(--text3),renderer/src/modules/nav.js,484,704,inline-attr,unknown
typography,font-size,15px,15px,renderer/src/modules/nav.js,485,48,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/nav.js,485,454,inline-attr,yes
colour,color,var(--text2),var(--text2),renderer/src/modules/nav.js,485,249,inline-attr,unknown
spacing,margin-bottom,6px,6px,renderer/src/modules/nav.js,485,30,inline-attr,yes
typography,font-size,13px,13px,renderer/src/modules/nav.js,486,160,inline-attr,unknown
spacing,padding,48px 24px,48px 24px,renderer/src/modules/nav.js,493,2,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/nav.js,493,153,inline-attr,yes
colour,color,var(--text3),var(--text3),renderer/src/modules/nav.js,493,704,inline-attr,unknown
typography,font-size,15px,15px,renderer/src/modules/nav.js,494,48,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/nav.js,494,454,inline-attr,yes
colour,color,var(--text2),var(--text2),renderer/src/modules/nav.js,494,249,inline-attr,unknown
spacing,margin-bottom,6px,6px,renderer/src/modules/nav.js,494,30,inline-attr,yes
typography,font-size,13px,13px,renderer/src/modules/nav.js,495,160,inline-attr,unknown
spacing,padding,40px,40px,renderer/src/modules/nav.js,519,1,inline-attr,unknown
colour,color,#e05252,#e05252ff,renderer/src/modules/nav.js,519,2,inline-attr,unknown
typography,font-family,monospace,monospace,renderer/src/modules/nav.js,519,8,inline-attr,yes
colour,background,#1a0a0a,#1a0a0aff,renderer/src/modules/nav.js,519,1,inline-attr,unknown
radius,border-radius,12px,12px,renderer/src/modules/nav.js,519,85,inline-attr,unknown
spacing,margin,20px,20px,renderer/src/modules/nav.js,519,1,inline-attr,unknown
typography,font-size,18px,18px,renderer/src/modules/nav.js,519,15,inline-attr,unknown
typography,font-weight,900,900,renderer/src/modules/nav.js,519,62,inline-attr,yes
spacing,margin-bottom,12px,12px,renderer/src/modules/nav.js,519,35,inline-attr,yes
typography,font-size,13px,13px,renderer/src/modules/nav.js,519,160,inline-attr,unknown
typography,line-height,1.7,1.7,renderer/src/modules/nav.js,519,3,inline-attr,yes
typography,white-space,pre-wrap,pre-wrap,renderer/src/modules/nav.js,519,3,inline-attr,yes
spacing,margin-top,12px,12px,renderer/src/modules/nav.js,519,34,inline-attr,unknown
typography,font-size,11px,11px,renderer/src/modules/nav.js,519,244,inline-attr,unknown
colour,opacity,0.6,0.6,renderer/src/modules/nav.js,519,3,inline-attr,yes
size,width,VAR%,var%,renderer/src/modules/payments.js,552,15,inline-attr,unknown
size,width,VAR%,var%,renderer/src/modules/payments.js,565,15,inline-attr,unknown
layout,position,relative,relative,renderer/src/modules/payments.js,627,83,inline-attr,unknown
layout,display,none,none,renderer/src/modules/payments.js,632,203,inline-attr,unknown
spacing,margin-top,10px,10px,renderer/src/modules/payments.js,639,20,inline-attr,unknown
spacing,margin-left,auto,auto,renderer/src/modules/payments.js,685,78,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/payments.js,685,896,inline-attr,unknown
spacing,gap,8px,8px,renderer/src/modules/payments.js,685,138,inline-attr,yes
size,width,36px,36px,renderer/src/modules/payments.js,696,16,inline-attr,unknown
size,min-width,0,0,renderer/src/modules/payments.js,741,245,inline-attr,yes
colour,color,var(--amber),var(--amber),renderer/src/modules/payments.js,746,22,inline-attr,unknown
typography,white-space,nowrap,nowrap,renderer/src/modules/payments.js,1098,283,inline-attr,yes
typography,white-space,nowrap,nowrap,renderer/src/modules/payments.js,1150,283,inline-attr,yes
spacing,padding,12px 14px,12px 14px,renderer/src/modules/payments.js,1366,28,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/payments.js,1366,704,inline-attr,unknown
typography,font-size,13px,13px,renderer/src/modules/payments.js,1366,160,inline-attr,unknown
border,border-bottom,1px solid var(--border),1px solid var(--border),renderer/src/modules/payments.js,1366,97,inline-attr,yes
spacing,padding,12px 14px,12px 14px,renderer/src/modules/payments.js,1367,28,inline-attr,unknown
other,cursor,pointer,pointer,renderer/src/modules/payments.js,1367,291,inline-attr,yes
layout,display,flex,flex,renderer/src/modules/payments.js,1367,896,inline-attr,unknown
layout,align-items,center,center,renderer/src/modules/payments.js,1367,745,inline-attr,unknown
spacing,gap,10px,10px,renderer/src/modules/payments.js,1367,134,inline-attr,yes
colour,color,var(--blue),var(--blue),renderer/src/modules/payments.js,1367,20,inline-attr,unknown
typography,font-size,13px,13px,renderer/src/modules/payments.js,1367,160,inline-attr,unknown
typography,font-weight,600,600,renderer/src/modules/payments.js,1367,236,inline-attr,yes
motion,transition,background 0.15s,background 0.15s,renderer/src/modules/payments.js,1367,1,inline-attr,unknown
typography,font-size,18px,18px,renderer/src/modules/payments.js,1368,15,inline-attr,unknown
layout,flex,1,1,renderer/src/modules/payments.js,1381,120,inline-attr,yes
size,min-width,0,0,renderer/src/modules/payments.js,1381,245,inline-attr,yes
colour,color,var(--red),var(--red),renderer/src/modules/payments.js,1393,100,inline-attr,unknown
size,min-width,0,0,renderer/src/modules/payments.js,1417,245,inline-attr,yes
size,min-width,0,0,renderer/src/modules/payments.js,1492,245,inline-attr,yes
colour,color,var(--red),var(--red),renderer/src/modules/payments.js,1532,100,inline-attr,unknown
typography,font-weight,800,800,renderer/src/modules/payments.js,1532,214,inline-attr,yes
layout,display,none,none,renderer/src/modules/payments.js,1673,203,inline-attr,unknown
colour,background,var(--bg3),var(--bg3),renderer/src/modules/payments.js,2138,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/payments.js,2138,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/payments.js,2138,113,inline-attr,unknown
spacing,padding,10px 14px,10px 14px,renderer/src/modules/payments.js,2138,15,inline-attr,unknown
spacing,margin-bottom,16px,16px,renderer/src/modules/payments.js,2138,23,inline-attr,yes
layout,display,flex,flex,renderer/src/modules/payments.js,2138,896,inline-attr,unknown
layout,align-items,center,center,renderer/src/modules/payments.js,2138,745,inline-attr,unknown
spacing,gap,12px,12px,renderer/src/modules/payments.js,2138,90,inline-attr,yes
size,width,36px,36px,renderer/src/modules/payments.js,2139,16,inline-attr,unknown
size,height,36px,36px,renderer/src/modules/payments.js,2139,15,inline-attr,unknown
radius,border-radius,9px,9px,renderer/src/modules/payments.js,2139,91,inline-attr,unknown
colour,background,"rgba(46,201,138,0.12)","rgba(46,201,138,0.12)",renderer/src/modules/payments.js,2139,1,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/payments.js,2139,896,inline-attr,unknown
layout,align-items,center,center,renderer/src/modules/payments.js,2139,745,inline-attr,unknown
layout,justify-content,center,center,renderer/src/modules/payments.js,2139,241,inline-attr,yes
typography,font-size,18px,18px,renderer/src/modules/payments.js,2139,15,inline-attr,unknown
typography,font-size,13px,13px,renderer/src/modules/payments.js,2141,160,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/payments.js,2141,454,inline-attr,yes
colour,color,var(--text),var(--text),renderer/src/modules/payments.js,2141,425,inline-attr,unknown
typography,font-size,11px,11px,renderer/src/modules/payments.js,2142,244,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/payments.js,2142,704,inline-attr,unknown
spacing,margin-left,auto,auto,renderer/src/modules/payments.js,2144,78,inline-attr,unknown
typography,text-align,right,right,renderer/src/modules/payments.js,2144,79,inline-attr,yes
typography,font-size,13px,13px,renderer/src/modules/payments.js,2145,160,inline-attr,unknown
typography,font-weight,800,800,renderer/src/modules/payments.js,2145,214,inline-attr,yes
colour,color,VAR,var,renderer/src/modules/payments.js,2145,70,inline-attr,unknown
typography,font-size,10px,10px,renderer/src/modules/payments.js,2146,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/payments.js,2146,704,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/payments.js,2168,896,inline-attr,unknown
layout,align-items,center,center,renderer/src/modules/payments.js,2168,745,inline-attr,unknown
spacing,gap,6px,6px,renderer/src/modules/payments.js,2168,88,inline-attr,yes
spacing,margin-top,6px,6px,renderer/src/modules/payments.js,2168,18,inline-attr,unknown
typography,font-size,11px,11px,renderer/src/modules/payments.js,2168,244,inline-attr,unknown
colour,color,var(--text2),var(--text2),renderer/src/modules/payments.js,2168,249,inline-attr,unknown
typography,font-weight,600,600,renderer/src/modules/payments.js,2168,236,inline-attr,yes
other,cursor,pointer,pointer,renderer/src/modules/payments.js,2168,291,inline-attr,yes
layout,display,grid,grid,renderer/src/modules/payments.js,2176,129,inline-attr,unknown
layout,grid-template-columns,1fr 1fr,1fr 1fr,renderer/src/modules/payments.js,2176,20,inline-attr,unknown
spacing,gap,12px,12px,renderer/src/modules/payments.js,2176,90,inline-attr,yes
layout,align-items,start,start,renderer/src/modules/payments.js,2176,19,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/payments.js,2177,896,inline-attr,unknown
layout,flex-direction,column,column,renderer/src/modules/payments.js,2177,125,inline-attr,yes
spacing,gap,8px,8px,renderer/src/modules/payments.js,2177,138,inline-attr,yes
typography,font-size,11px,11px,renderer/src/modules/payments.js,2179,244,inline-attr,unknown
typography,font-weight,600,600,renderer/src/modules/payments.js,2179,236,inline-attr,yes
colour,color,var(--text2),var(--text2),renderer/src/modules/payments.js,2179,249,inline-attr,unknown
layout,display,block,block,renderer/src/modules/payments.js,2179,154,inline-attr,unknown
spacing,margin-bottom,5px,5px,renderer/src/modules/payments.js,2179,11,inline-attr,yes
typography,font-size,11px,11px,renderer/src/modules/payments.js,2183,244,inline-attr,unknown
typography,font-weight,600,600,renderer/src/modules/payments.js,2183,236,inline-attr,yes
colour,color,var(--text2),var(--text2),renderer/src/modules/payments.js,2183,249,inline-attr,unknown
layout,display,block,block,renderer/src/modules/payments.js,2183,154,inline-attr,unknown
spacing,margin-bottom,5px,5px,renderer/src/modules/payments.js,2183,11,inline-attr,yes
typography,font-size,10px,10px,renderer/src/modules/payments.js,2183,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/payments.js,2183,704,inline-attr,unknown
typography,font-weight,400,400,renderer/src/modules/payments.js,2183,17,inline-attr,yes
colour,background,var(--bg3),var(--bg3),renderer/src/modules/payments.js,2187,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/payments.js,2187,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/payments.js,2187,113,inline-attr,unknown
spacing,padding,10px 12px,10px 12px,renderer/src/modules/payments.js,2187,40,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/payments.js,2188,896,inline-attr,unknown
layout,align-items,center,center,renderer/src/modules/payments.js,2188,745,inline-attr,unknown
layout,justify-content,space-between,space-between,renderer/src/modules/payments.js,2188,74,inline-attr,yes
typography,font-size,11px,11px,renderer/src/modules/payments.js,2188,244,inline-attr,unknown
typography,font-weight,600,600,renderer/src/modules/payments.js,2188,236,inline-attr,yes
colour,color,var(--text2),var(--text2),renderer/src/modules/payments.js,2188,249,inline-attr,unknown
spacing,margin-bottom,8px,8px,renderer/src/modules/payments.js,2188,37,inline-attr,yes
